,pursuer,victim,coefficient
65702,AE7492AE,AE5944CA,0.030927835051546393
65703,AE8883IK,AE5944CA,0.030927835051546393
65704,AE4243IH,AE4783HT,0.030927835051546393
65705,AE1009HI,AE4783HT,0.030927835051546393
65706,AE0250CI,AE7803CH,0.030927835051546393
65707,AE1100EE,AE7803CH,0.030927835051546393
65708,AE1158AB,AE7803CH,0.030927835051546393
65709,AE9997HM,AE7803CH,0.030927835051546393
65710,AE2543IM,AA1372TO,0.030927835051546393
65711,AE5137IP,AA1372TO,0.030927835051546393
65712,AE9881HM,AE9254KA,0.030927835051546393
65713,AE6206BX,AE2215IK,0.030927835051546393
65714,AE1456HA,AE0410HC,0.030927835051546393
65715,AE0078EO,AE0410HC,0.030927835051546393
65716,AE0273IX,AE0410HC,0.030927835051546393
65717,AE9626AH,AE1155KO,0.030927835051546393
65718,AE0089IB,AE1155KO,0.030927835051546393
65719,RP76149,AE1155KO,0.030927835051546393
65720,AE7876KA,AE1155KO,0.030927835051546393
65721,AH9242IK,AE0170AE,0.030927835051546393
65722,AE7437HA,AE0170AE,0.030927835051546393
65723,BB0766CB,AE0170AE,0.030927835051546393
65724,AE8062BI,TEKN05,0.030927835051546393
65725,AE0078CP,AE4935KB,0.030864197530864196
65726,AE4848BB,AE4048BB,0.030864197530864196
65727,JMT756,AE9999KA,0.030864197530864196
65728,AE2432ET,AE3667EP,0.030864197530864196
65729,AE0040CB,AE1913AI,0.030864197530864196
65730,AE0178AB,AE7378EK,0.03076923076923077
65731,AE8133CI,AE7378EK,0.03076923076923077
65732,AE9633HB,AE1145AB,0.03076923076923077
65733,AE5237IH,AE1145AB,0.03076923076923077
65734,AE5822HI,AE1145AB,0.03076923076923077
65735,AE1365AB,AE4786AA,0.03076923076923077
65736,AE250AA,AE4786AA,0.03076923076923077
65737,AE0706BK,BH2973HI,0.03076923076923077
65738,AE9200EH,BH2973HI,0.03076923076923077
65739,AE5838EP,BH2973HI,0.03076923076923077
65740,AE7464HM,AE2566BH,0.03076923076923077
65741,0001І0,AE2566BH,0.03076923076923077
65742,AE3023HH,AE1307AP,0.03076923076923077
65743,92037AB,AE1307AP,0.03076923076923077
65744,AE1331EI,AE2828BI,0.03076923076923077
65745,С2523ВА,AE2828BI,0.03076923076923077
65746,AE2523BA,AE2828BI,0.03076923076923077
65747,Е5264СА,AE2828BI,0.03076923076923077
65748,AE7741BA,AE4477IH,0.03076923076923077
65749,AE0259OO,AE4477IH,0.03076923076923077
65750,AE9934,AE4477IH,0.03076923076923077
65751,AE8664HM,AE4477IH,0.03076923076923077
65752,AA2659PH,AA9810PA,0.03076923076923077
65753,12224AE,AA9810PA,0.03076923076923077
65754,AE8310IE,AA9810PA,0.03076923076923077
65755,AE8961HT,AA9810PA,0.03076923076923077
65756,AE4888IB,AA9810PA,0.03076923076923077
65757,AE5553IP,AE7462IH,0.03076923076923077
65758,AE5587HI,AE7462IH,0.03076923076923077
65759,AE5025BT,AE7462IH,0.03076923076923077
65760,AH0690KC,AE7462IH,0.03076923076923077
65761,AE3668IP,AE7462IH,0.03076923076923077
65762,AE7528IA,AE6283CT,0.03076923076923077
65763,AE2211IT,AE6283CT,0.03076923076923077
65764,AE7849AA,AE6283CT,0.03076923076923077
65765,AA9917MM,AE2876KA,0.03076923076923077
65766,AE6111AA,AE3400AT,0.03076923076923077
65767,AE2487AB,AE3400AT,0.03076923076923077
65768,AE3269IA,AE3400AT,0.03076923076923077
65769,AE1047IA,AE6740IX,0.03076923076923077
65770,AE3240HH,AE6740IX,0.03076923076923077
65771,AE7289EK,AE3853HI,0.03076923076923077
65772,AE2360CP,AE3853HI,0.03076923076923077
65773,AE8731AK,AE6884AX,0.03076923076923077
65774,7772Е2,AE0505HC,0.03076923076923077
65775,AE5447EB,AE0505HC,0.03076923076923077
65776,39582AH,AE0505HC,0.03076923076923077
65777,AA7867IH,AE0505HC,0.03076923076923077
65778,AE8614HT,AE4503CM,0.03076923076923077
65779,AE8148EC,AE4503CM,0.03076923076923077
65780,AE5988HP,AE5757AC,0.03076923076923077
65781,AE2138EK,AE7530BM,0.03076923076923077
65782,AE1996KB,AE8588EP,0.03076923076923077
65783,AE4757CB,AE7885EO,0.03076923076923077
65784,AE5949ET,AE7885EO,0.03076923076923077
65785,AE6930BH,AE7885EO,0.03076923076923077
65786,AA9845TH,AE7885EO,0.03076923076923077
65787,AA5602OX,AE9686HA,0.03076923076923077
65788,AE1509AM,AE9686HA,0.03076923076923077
65789,AE1961AH,AE7775EP,0.03076923076923077
65790,AE0686IB,AE7775EP,0.03076923076923077
65791,AP9871CK,AE6298IO,0.03076923076923077
65792,AE4806KE,AE6298IO,0.03076923076923077
65793,AE4544ET,AE1144BT,0.03076923076923077
65794,AE7770CI,AE1144BT,0.03076923076923077
65795,AE2577CM,AE1144BT,0.03076923076923077
65796,AF5175,AE3128KC,0.03076923076923077
65797,AE750EP,AE3128KC,0.03076923076923077
65798,AE570EP,AE3128KC,0.03076923076923077
65799,AE3339,AE3128KC,0.03076923076923077
65800,AE6950AE,AE9394ET,0.03076923076923077
65801,AE7734BI,AE7427HX,0.03076923076923077
65802,AE1394CO,AE7427HX,0.03076923076923077
65803,AE2235AB,AE7427HX,0.03076923076923077
65804,AE0780AT,AI9951EE,0.03076923076923077
65805,AE7705IX,AI9951EE,0.03076923076923077
65806,AE9680BI,AE3653IA,0.03076923076923077
65807,AE1880BP,AE3653IA,0.03076923076923077
65808,AE0966ET,AE1306AE,0.03076923076923077
65809,AE1706BT,AE1306AE,0.03076923076923077
65810,AE3496CK,AE9897EX,0.03076923076923077
65811,AE0433AC,AE5252AM,0.03076923076923077
65812,AE0415IT,AE5297CI,0.03076923076923077
65813,AE2010,AE0332CH,0.03076923076923077
65814,AE2406IO,AE0332CH,0.03076923076923077
65815,AE9888IP,COR787,0.03076923076923077
65816,AE4774BA,COR787,0.03076923076923077
65817,AE4918HC,COR787,0.03076923076923077
65818,AE9632KA,COR787,0.03076923076923077
65819,AE1537AB,AE0707EP,0.03076923076923077
65820,AE1117HK,WMA15396,0.03076923076923077
65821,30768AI,AP8425BK,0.03076923076923077
65822,AE4444,AP8425BK,0.03076923076923077
65823,AE5849CE,AP8425BK,0.03076923076923077
65824,AE0149AB,KRM841,0.03076923076923077
65825,AE4477IC,KRM841,0.03076923076923077
65826,CQ444,KRM841,0.03076923076923077
65827,AE8844EB,AE5732KC,0.03076923076923077
65828,AE9069EX,AE5732KC,0.03076923076923077
65829,AE5067BT,AE0770IA,0.03076923076923077
65830,AE5462KC,AE0770IA,0.03076923076923077
65831,AE9899EM,AE0770IA,0.03076923076923077
65832,AE9970CI,AE0799CP,0.03076923076923077
65833,31636AB,AE0799CP,0.03076923076923077
65834,AE1650IM,AE4507KA,0.03076923076923077
65835,AE8486BB,AE4507KA,0.03076923076923077
65836,AE9980,AE5266HI,0.03076923076923077
65837,AE8040HB,AE4546IO,0.03076923076923077
65838,AE0864HH,AE9328CB,0.03076923076923077
65839,AE1611HH,AE9328CB,0.03076923076923077
65840,AE0103EM,AE5543IA,0.03076923076923077
65841,AE7140BK,AE5543IA,0.03076923076923077
65842,01867AA,AE3101BC,0.03076923076923077
65843,AE0448IP,AE3101BC,0.03076923076923077
65844,AE1734HM,AE3101BC,0.03076923076923077
65845,AE0880HK,AE1708HH,0.03076923076923077
65846,AE8978EA,AE1708HH,0.03076923076923077
65847,AE7958EC,AE5402EK,0.03076923076923077
65848,AE0200KB,AE7433EX,0.03076923076923077
65849,AE7018IE,AE7751HO,0.03076923076923077
65850,AE7703EH,AE7751HO,0.03076923076923077
65851,AE7364KC,AE7751HO,0.03076923076923077
65852,AE2530KB,AE6736IK,0.03076923076923077
65853,AE6882KC,AE6736IK,0.03076923076923077
65854,AE8899CX,AE6736IK,0.03076923076923077
65855,AX2528CA,AE1551KO,0.03067484662576687
65856,AE6380AA,AE5974HM,0.03067484662576687
65857,AE1838AI,CB6527KK,0.03067484662576687
65858,AE4302KC,AE6141CP,0.03067484662576687
65859,AE9084IC,AE6141CP,0.03067484662576687
65860,AE5740IT,AE8175HB,0.03067484662576687
65861,AP0685BC,AE8175HB,0.03067484662576687
65862,AE5903IO,AE8623KA,0.03067484662576687
65863,AE9907IO,AE8623KA,0.03067484662576687
65864,AE2927HX,AE8623KA,0.03067484662576687
65865,AE4506KC,AE8369IT,0.03065134099616858
65866,AE2384IE,AE4630IM,0.030612244897959183
65867,AA2437BA,AE4630IM,0.030612244897959183
65868,AE2302AB,AE3226IA,0.030612244897959183
65869,AE9913BB,AE3226IA,0.030612244897959183
65870,AE7278IT,BB3802BT,0.030612244897959183
65871,AE8956ET,BB3802BT,0.030612244897959183
65872,AE5642HE,BB3802BT,0.030612244897959183
65873,AE6367EP,AE5927IO,0.030612244897959183
65874,AE4529IK,AE5927IO,0.030612244897959183
65875,AA1123KB,AE5927IO,0.030612244897959183
65876,AE3357KB,AE5927IO,0.030612244897959183
65877,AE0190EX,AE0033EK,0.030612244897959183
65878,AE2177KO,AE0033EK,0.030612244897959183
65879,AE1140EP,AE0033EK,0.030612244897959183
65880,AE5504HA,AE0059HH,0.030612244897959183
65881,AE7755HB,AE0059HH,0.030612244897959183
65882,AE6000EE,AE0059HH,0.030612244897959183
65883,AE2279BI,AE3980IB,0.030612244897959183
65884,AE2499IP,AE3980IB,0.030612244897959183
65885,AE0102KB,AE3980IB,0.030612244897959183
65886,AE5474CP,AE1777EH,0.030612244897959183
65887,AE1825IT,AE1874HT,0.030612244897959183
65888,AI2157BM,AE4469HB,0.030612244897959183
65889,AE8208IO,AE4469HB,0.030612244897959183
65890,AE8962IH,AE1080BP,0.030612244897959183
65891,JSH094,AE1080BP,0.030612244897959183
65892,AI9340ET,AE1080BP,0.030612244897959183
65893,AE7191EX,AA3190EI,0.030612244897959183
65894,BA6901BM,AA3190EI,0.030612244897959183
65895,AE4798AA,AA3190EI,0.030612244897959183
65896,AE4030EO,AE4061IX,0.030612244897959183
65897,AE4658HO,AE1111CK,0.030612244897959183
65898,AE6555EX,AE1303IT,0.030612244897959183
65899,AE4175KA,AE5950IX,0.030612244897959183
65900,AE5159BT,AE5950IX,0.030612244897959183
65901,KGA709,AE5950IX,0.030612244897959183
65902,AE5152IE,AE6190BK,0.030612244897959183
65903,71798AA,AE6190BK,0.030612244897959183
65904,AE3348CP,AE9996HA,0.030612244897959183
65905,AE8456AE,AE9996HA,0.030612244897959183
65906,AE0803IO,AE9400EC,0.030534351145038167
65907,AE6775EX,AE9400EC,0.030534351145038167
65908,AE2612KA,AE9400EC,0.030534351145038167
65909,AE9785EO,AE9400EC,0.030534351145038167
65910,AE5901EC,AE7099IC,0.030534351145038167
65911,AE8965IM,AE7099IC,0.030534351145038167
65912,AE3638IX,AE1640AA,0.030534351145038167
65913,AE5164HE,AE6288BB,0.030534351145038167
65914,AE5474CP,AE6288BB,0.030534351145038167
65915,AP5870EI,AE7056IT,0.030534351145038167
65916,AE5484BT,AE7056IT,0.030534351145038167
65917,BM7022BA,AE1594IT,0.030534351145038167
65918,AE0019BE,AE1594IT,0.030534351145038167
65919,AH0690KC,AE1594IT,0.030534351145038167
65920,AE3668IP,AE1594IT,0.030534351145038167
65921,AE1645EA,AE0036EE,0.030534351145038167
65922,AE6466AI,AE0036EE,0.030534351145038167
65923,AE3527AA,AE0036EE,0.030534351145038167
65924,AE2801EM,AE0036EE,0.030534351145038167
65925,AK5242AB,AE0018BP,0.030534351145038167
65926,AE0267AB,AE0018BP,0.030534351145038167
65927,AE9570AA,AE0018BP,0.030534351145038167
65928,AE4444CI,AE0018BP,0.030534351145038167
65929,AE1024BB,AH0884EH,0.030534351145038167
65930,AE0528BX,AH0884EH,0.030534351145038167
65931,AE2122IO,AH0884EH,0.030534351145038167
65932,AE9561HP,AE1152IE,0.030534351145038167
65933,AE5640BC,AE0087EK,0.030534351145038167
65934,AE0867AB,AE0087EK,0.030534351145038167
65935,AE2967BA,AE0087EK,0.030534351145038167
65936,AA6344XE,AE2112CM,0.030534351145038167
65937,AE2434IC,AE1221EK,0.030534351145038167
65938,AE5680IB,AE1221EK,0.030534351145038167
65939,AE5019HT,AE1011EB,0.030534351145038167
65940,HHN496,AE1011EB,0.030534351145038167
65941,AE4221HX,AE4927CH,0.030534351145038167
65942,AE1511KA,AE4927CH,0.030534351145038167
65943,AE3517IX,AE4927CH,0.030534351145038167
65944,AE9636EO,BS883GF,0.030534351145038167
65945,AE6170BC,BS883GF,0.030534351145038167
65946,AE9110,AE0031EA,0.030534351145038167
65947,AE5555MH,AE0564IE,0.030534351145038167
65948,AE3440IX,AE0564IE,0.030534351145038167
65949,AE3025AA,AE0564IE,0.030534351145038167
65950,AE7590CM,AE0387EH,0.030534351145038167
65951,AE1117BM,AE0387EH,0.030534351145038167
65952,AE2277KC,AE0387EH,0.030534351145038167
65953,AE1300EM,AE0387EH,0.030534351145038167
65954,57639AB,ERALF27,0.030534351145038167
65955,AA1563KE,ERALF27,0.030534351145038167
65956,AE7751HO,AE7364KC,0.030534351145038167
65957,AA8665PX,AE7364KC,0.030534351145038167
65958,AX0971,AE7364KC,0.030534351145038167
65959,AE2713EK,AE5505IB,0.030534351145038167
65960,AE5471AE,AE5505IB,0.030534351145038167
65961,AE7721ET,WW4399X,0.030534351145038167
65962,AE5325CX,WW4399X,0.030534351145038167
65963,AE5529,AE1630KC,0.030534351145038167
65964,AE7767HT,AE1630KC,0.030534351145038167
65965,AE1205HT,AH8195KE,0.030534351145038167
65966,AE2244BP,AH8195KE,0.030534351145038167
65967,01927AH,AE0144HK,0.030534351145038167
65968,AE9009BT,AE0144HK,0.030534351145038167
65969,AE9900HE,AE9694KA,0.030534351145038167
65970,49143AE,AE9694KA,0.030534351145038167
65971,AE8713IK,AE9694KA,0.030534351145038167
65972,AE4690CK,AE9511CM,0.030534351145038167
65973,AE7292BE,AE9511CM,0.030534351145038167
65974,AE0990CE,AE6394EA,0.030534351145038167
65975,AE9570AA,AE8571HH,0.030534351145038167
65976,AE1693AK,AE8571HH,0.030534351145038167
65977,AE0115KB,KPV011,0.030534351145038167
65978,WSZ32SP,KPV011,0.030534351145038167
65979,AE3721BA,AE5868HA,0.030534351145038167
65980,AE8178HM,AE1783IE,0.030534351145038167
65981,726,AE1783IE,0.030534351145038167
65982,AE0300EP,AE5095CH,0.030534351145038167
65983,AE9755KB,KMC694,0.030534351145038167
65984,AE5420EM,KMC694,0.030534351145038167
65985,AE9461HX,AE0167EH,0.030534351145038167
65986,AE3807HK,AE0167EH,0.030534351145038167
65987,AE8349CX,AE0167EH,0.030534351145038167
65988,AFO946,AE0167EH,0.030534351145038167
65989,AE2135EE,AE0167EH,0.030534351145038167
65990,AE4882IM,AE7073CP,0.03048780487804878
65991,AE7683IC,AA3913TB,0.03048780487804878
65992,AE6809HA,AE8688AT,0.03048780487804878
65993,AE3001HO,AE8275EO,0.03048780487804878
65994,AE2025KB,AE3838AI,0.03048780487804878
65995,AE1236KM,AE3838AI,0.03048780487804878
65996,AE5387EA,AE4439AO,0.030456852791878174
65997,AE0822AB,AE2203AB,0.030456852791878174
65998,AE0149AB,AE2203AB,0.030456852791878174
65999,40000II,AE3207HX,0.030456852791878174
66000,AK0080BT,AE0747AE,0.030456852791878174
66001,AE2204AO,AE5399IT,0.030456852791878174
66002,AE1517AB,AE5399IT,0.030456852791878174
66003,AE2930EB,AE5399IT,0.030456852791878174
66004,AE9773KC,AE5399IT,0.030456852791878174
66005,AE4774CE,AE1522CI,0.030303030303030304
66006,AE1357KE,AE1522CI,0.030303030303030304
66007,AE7271EX,AE1522CI,0.030303030303030304
66008,AA3554OI,AE1522CI,0.030303030303030304
66009,AE1331AI,AE1187AB,0.030303030303030304
66010,KE0001PC,AE1187AB,0.030303030303030304
66011,AE3678IA,5H96077,0.030303030303030304
66012,AE7556BE,AE8825BH,0.030303030303030304
66013,AA9012,AE5237KA,0.030303030303030304
66014,AE8870BE,AE9438BO,0.030303030303030304
66015,AE9587HI,AE6605IO,0.030303030303030304
66016,AE2048IB,AE6605IO,0.030303030303030304
66017,BX4601CA,AE2223EK,0.030303030303030304
66018,AE5192BX,AE2223EK,0.030303030303030304
66019,AP5702BK,AE2223EK,0.030303030303030304
66020,AI2919IA,AE7162EP,0.030303030303030304
66021,AE8719IM,AE7162EP,0.030303030303030304
66022,AE3971KA,AE7162EP,0.030303030303030304
66023,AE4070IA,AE4560IA,0.030303030303030304
66024,AE0447IK,AE4560IA,0.030303030303030304
66025,AE3079EB,AE4560IA,0.030303030303030304
66026,BT4992AA,AE4560IA,0.030303030303030304
66027,AE1104KA,AE3629EH,0.030303030303030304
66028,AE7000HM,AE3629EH,0.030303030303030304
66029,AE0512BC,AE3629EH,0.030303030303030304
66030,AE4448IC,AE5898EM,0.030303030303030304
66031,AP7994EB,RP80026,0.030303030303030304
66032,AE2857BP,RP80026,0.030303030303030304
66033,AE9661IT,RP80026,0.030303030303030304
66034,AE7775EA,AE9477IA,0.030303030303030304
66035,AE7383IX,AE5913IC,0.030303030303030304
66036,AE8031AA,AE5913IC,0.030303030303030304
66037,AE0332CH,AE2406IO,0.030303030303030304
66038,AE4895EM,AE2406IO,0.030303030303030304
66039,AE9549IE,AE9422IT,0.030303030303030304
66040,AE4061CH,AE9422IT,0.030303030303030304
66041,AE5953AI,AE4637IO,0.030303030303030304
66042,AE4171IH,AE5913IE,0.030303030303030304
66043,0001І0,AE1940BT,0.030303030303030304
66044,AE5184HI,AE1940BT,0.030303030303030304
66045,AE1459AE,AE0110IB,0.030303030303030304
66046,AE9097HO,AE0110IB,0.030303030303030304
66047,AE5294IH,AE0110IB,0.030303030303030304
66048,AE2360CP,AE1965BP,0.030303030303030304
66049,AA8700PX,AE1965BP,0.030303030303030304
66050,AE4854IC,AE1965BP,0.030303030303030304
66051,AE4288IH,AE2773EM,0.030303030303030304
66052,AE2648IA,AE2773EM,0.030303030303030304
66053,AE8998CK,AE1000OK,0.030303030303030304
66054,AE1243IT,AE1000OK,0.030303030303030304
66055,AE8370BX,AE7456CI,0.030303030303030304
66056,AE3127CE,AE7456CI,0.030303030303030304
66057,AE1854CT,AE7456CI,0.030303030303030304
66058,PP2919AT,AE7456CI,0.030303030303030304
66059,AE9349HO,AE0100,0.030303030303030304
66060,BM5885BO,AE0100,0.030303030303030304
66061,AE1168KB,AE0100,0.030303030303030304
66062,AE4553IK,AE0100,0.030303030303030304
66063,AE8083HM,BZO363,0.030303030303030304
66064,AE2122AP,BZO363,0.030303030303030304
66065,AE0248EM,AE2328IB,0.030303030303030304
66066,AE0567IC,AE3390AT,0.030303030303030304
66067,AE2905CX,AE3390AT,0.030303030303030304
66068,AE3267KC,AE0285BI,0.030303030303030304
66069,AE2888HM,AE2953HC,0.030303030303030304
66070,AE5042EX,AE0529KB,0.030303030303030304
66071,AE5185KC,AE0529KB,0.030303030303030304
66072,AE1615,AE0529KB,0.030303030303030304
66073,AE9225KA,AE9785EX,0.030303030303030304
66074,AE3686KB,AE9785EX,0.030303030303030304
66075,AE1455CK,AE9785EX,0.030303030303030304
66076,AE0012CP,AE9785EX,0.030303030303030304
66077,AE0242KB,KP0786,0.030303030303030304
66078,AX0513ET,AE3701HT,0.030303030303030304
66079,CGD073,AE3701HT,0.030303030303030304
66080,AE0016BT,AE3701HT,0.030303030303030304
66081,AE5961,AE0286KB,0.030303030303030304
66082,AE5594AA,AE7111CO,0.030303030303030304
66083,AE9294CA,AE9277EB,0.030303030303030304
66084,BM4045BK,AE9277EB,0.030303030303030304
66085,AE4016IP,AE9609BM,0.030303030303030304
66086,AE3953AA,AE9609BM,0.030303030303030304
66087,AE5180KB,AE7191EM,0.030303030303030304
66088,AE7050IM,AE7191EM,0.030303030303030304
66089,AA6701PA,AE7191EM,0.030303030303030304
66090,AE9991AP,AH0966HH,0.030303030303030304
66091,AE7000EX,AH0966HH,0.030303030303030304
66092,AE8500AP,AH0966HH,0.030303030303030304
66093,AE7020IC,AE2416KB,0.030303030303030304
66094,AE4412CH,AE7560BI,0.030303030303030304
66095,AE5090KE,AE7560BI,0.030303030303030304
66096,AE0783IE,AE7560BI,0.030303030303030304
66097,AE7777OP,AE7560BI,0.030303030303030304
66098,AE8497KB,AA0034OE,0.030303030303030304
66099,AE9925EI,AA0034OE,0.030303030303030304
66100,AE7827IM,AA0034OE,0.030303030303030304
66101,AE7757BO,AA0034OE,0.030303030303030304
66102,AE5775AI,AE9540ET,0.030303030303030304
66103,AE1180EX,AE9540ET,0.030303030303030304
66104,AE2002HX,AE9111IM,0.030303030303030304
66105,AX1093EC,AE9162IT,0.030303030303030304
66106,AE8297KC,AE9162IT,0.030303030303030304
66107,AEB19,AE9162IT,0.030303030303030304
66108,AE3930CK,BX0763CB,0.030303030303030304
66109,BC7972AP,BX0763CB,0.030303030303030304
66110,AE8660KC,AH5806CM,0.030303030303030304
66111,AE9187IM,AE0470HO,0.030303030303030304
66112,AE9224HO,AE0405BC,0.030303030303030304
66113,AE1435IX,AE0405BC,0.030303030303030304
66114,KGH518,AE1808BP,0.030303030303030304
66115,AE0709HI,AE1808BP,0.030303030303030304
66116,AA5347XB,AE1808BP,0.030303030303030304
66117,AE5152CT,AE1808BP,0.030303030303030304
66118,AE5932IP,44447OC,0.030303030303030304
66119,AE1874HT,44447OC,0.030303030303030304
66120,AE3164EO,44447OC,0.030303030303030304
66121,AE0065BI,KIC127X,0.030303030303030304
66122,AE3489HE,KIC127X,0.030303030303030304
66123,5214А4,AH4870MH,0.030303030303030304
66124,AE0903CI,AH4870MH,0.030303030303030304
66125,AE3027EP,AE6207CI,0.030303030303030304
66126,AE5293HP,AE6207CI,0.030303030303030304
66127,AE0030AB,AE6207CI,0.030303030303030304
66128,AE9093CK,AE6207CI,0.030303030303030304
66129,AE2161BT,AE9732HH,0.030303030303030304
66130,AE9093CK,AE9732HH,0.030303030303030304
66131,AE1692IP,AE9732HH,0.030303030303030304
66132,AE2923IX,AH7853KH,0.030303030303030304
66133,AE0690HT,AH7853KH,0.030303030303030304
66134,AE9191,AE5605IT,0.030303030303030304
66135,AE1220KA,AE1221HE,0.030303030303030304
66136,AE1733IO,AE1221HE,0.030303030303030304
66137,AE7571IT,AE1221HE,0.030303030303030304
66138,AE7007AH,AE5357IP,0.030303030303030304
66139,AE3434IH,AE2012IP,0.030303030303030304
66140,AE0064IE,AE2012IP,0.030303030303030304
66141,AE2177AB,AE6895BI,0.03015075376884422
66142,AP3077AA,AE1600IE,0.03015075376884422
66143,AE1881EP,AE1600IE,0.03015075376884422
66144,AE5585CH,AE4090HI,0.03015075376884422
66145,AH0966HH,AE8500AP,0.03015075376884422
66146,AA2463OK,AE8500AP,0.03015075376884422
66147,AH1851IE,AE8500AP,0.03015075376884422
66148,AE3680HM,AE1867AA,0.030120481927710843
66149,AE2867KA,AE0969ET,0.030120481927710843
66150,AE2282AO,AE0742AB,0.030120481927710843
66151,AE5544BT,AE0742AB,0.030120481927710843
66152,AE7271CE,AE8850CH,0.03007518796992481
66153,AE7344HM,AE8850CH,0.03007518796992481
66154,AE5688ET,AE1219AB,0.03007518796992481
66155,AE5240EI,AE0904AB,0.03007518796992481
66156,AE6559KC,AE4520AA,0.03007518796992481
66157,AE9401AA,AE4520AA,0.03007518796992481
66158,AI2690HI,AE4520AA,0.03007518796992481
66159,AE1224HA,AE5488BT,0.03007518796992481
66160,AE1126AB,AE5638EI,0.03007518796992481
66161,AE1718KC,AE5638EI,0.03007518796992481
66162,AA6344XE,AE5638EI,0.03007518796992481
66163,AE4888IB,AE5211BK,0.03007518796992481
66164,AE6100HX,AE5211BK,0.03007518796992481
66165,AE6015AI,AE5211BK,0.03007518796992481
66166,GDB295,AE5211BK,0.03007518796992481
66167,AE5553IP,AE5211BK,0.03007518796992481
66168,AP5503,AE1035IH,0.03007518796992481
66169,AA1633XA,AE1035IH,0.03007518796992481
66170,AE3531AH,AE1035IH,0.03007518796992481
66171,AE4846KA,AE1035IH,0.03007518796992481
66172,PP2919AT,AE8268CX,0.03007518796992481
66173,AE7636HT,AE8268CX,0.03007518796992481
66174,AE7788IB,34287AE,0.03007518796992481
66175,TBU7N06,34287AE,0.03007518796992481
66176,AE9078IC,34287AE,0.03007518796992481
66177,AE4588IX,AA1043TH,0.03007518796992481
66178,AX8488ET,AA1043TH,0.03007518796992481
66179,AE1625IT,AA1043TH,0.03007518796992481
66180,AE1466KE,AE2014EK,0.03007518796992481
66181,BB3166CP,AE2014EK,0.03007518796992481
66182,AE5789EP,AE2014EK,0.03007518796992481
66183,AE8441KB,AE4544IH,0.03007518796992481
66184,IX1443IA,AE4544IH,0.03007518796992481
66185,AE1568HA,AE3333EC,0.03007518796992481
66186,AE1357CE,AE3333EC,0.03007518796992481
66187,AE0806EO,AE3333EC,0.03007518796992481
66188,AE0073IT,AH5646CP,0.03007518796992481
66189,AE7289EK,AH5646CP,0.03007518796992481
66190,AX3376BE,AE1388EE,0.03007518796992481
66191,AE2277HC,AE1388EE,0.03007518796992481
66192,AE4005BO,AE1388EE,0.03007518796992481
66193,AE3280IO,AE1388EE,0.03007518796992481
66194,AE2745IX,AE2121IM,0.03007518796992481
66195,AE8964AX,AE2121IM,0.03007518796992481
66196,AE5881HO,AE2121IM,0.03007518796992481
66197,AA6344XE,AE2121IM,0.03007518796992481
66198,AE9651KA,AE1891EM,0.03007518796992481
66199,AE9658HX,AE1891EM,0.03007518796992481
66200,AE5250IP,AE1891EM,0.03007518796992481
66201,AE6555EX,AE1891EM,0.03007518796992481
66202,AE3067HE,AE0292CA,0.03007518796992481
66203,AE9077HC,AE0292CA,0.03007518796992481
66204,AE5544ET,AE5324IK,0.03007518796992481
66205,AE3538BA,AE2711HE,0.03007518796992481
66206,AE8427BT,AE2711HE,0.03007518796992481
66207,AE2783ET,AE2711HE,0.03007518796992481
66208,AE7333EB,AE2711HE,0.03007518796992481
66209,AE0733AE,AE2711HE,0.03007518796992481
66210,AE4123HP,AE9049HX,0.03007518796992481
66211,AE1795BI,AE9049HX,0.03007518796992481
66212,AE1655IX,AE9049HX,0.03007518796992481
66213,AE4307AA,AE8694PA,0.03007518796992481
66214,AE6775EE,AE8694PA,0.03007518796992481
66215,AE2940IX,AE3335HX,0.03007518796992481
66216,AE1400KO,AE3335HX,0.03007518796992481
66217,AE1115HO,AA9829TH,0.03007518796992481
66218,AE1735BT,AA9829TH,0.03007518796992481
66219,AE4060IP,AE2164CA,0.03007518796992481
66220,AE8689AA,AE2164CA,0.03007518796992481
66221,AE5139IA,AE5917IP,0.03007518796992481
66222,BB8578EA,AE5917IP,0.03007518796992481
66223,AP7718CM,AE5917IP,0.03007518796992481
66224,AE7849AA,AA7319TB,0.03007518796992481
66225,AE7230CB,AA7319TB,0.03007518796992481
66226,AE8000PT,AE4478,0.03007518796992481
66227,AE3318CE,AE4478,0.03007518796992481
66228,AE7721ET,AE7767BK,0.03007518796992481
66229,AE8203BK,AE3773EK,0.03007518796992481
66230,AE5954EM,AE3773EK,0.03007518796992481
66231,AE1700EC,AE3773EK,0.03007518796992481
66232,AE8542EH,AI5022EP,0.03007518796992481
66233,AE6148CK,AI5022EP,0.03007518796992481
66234,AE0152EI,AI5022EP,0.03007518796992481
66235,AE6103IE,AI5022EP,0.03007518796992481
66236,AE7799BI,AI5022EP,0.03007518796992481
66237,AE1800BO,AE0100EB,0.03007518796992481
66238,AE1263CO,AE2920EK,0.03007518796992481
66239,AE2142CI,AE2920EK,0.03007518796992481
66240,AE1032BO,AE2920EK,0.03007518796992481
66241,AE9670EC,AE2920EK,0.03007518796992481
66242,AE7907EX,AE4716IO,0.03007518796992481
66243,AM1031BO,AE4716IO,0.03007518796992481
66244,AE7970EO,AE4716IO,0.03007518796992481
66245,AE3434EP,AE0769EB,0.030042918454935622
